id,typeName,category,description,commonExamples,careTips,lightPreference,humidityPreference,temperaturePreference,springInterval,summerInterval,fallInterval,winterInterval,soilPhPreference,drainagePreference,plantToxicity,growthRate,origin
rambutan,Rambutan,Fruits & Berries,"Tropical fruit tree producing clusters of hairy red or yellow fruits with translucent, sweet, lychee-like flesh inside—the name comes from the Malay word for hair.","Nephelium lappaceum (Rambutan, Hairy lychee, Chom chom)","Water regularly; keep soil consistently moist, especially during flowering and fruiting. Full sun for best fruit production. Very high humidity (80%+) essential—strictly tropical, no frost tolerance. Deep, well-draining, organically rich acidic soil (pH 5.0-6.5). Fertilize quarterly with balanced fertilizer; increase potassium during fruiting. Trees are either male or female—plant both for pollination or choose grafted hermaphrodite varieties. Can grow 15-25 meters; choose grafted dwarf cultivars for smaller spaces. Non-toxic to pets. Prune during dormancy. Remove dead and diseased wood. Thin to improve fruit size and air circulation.",outdoorFullSun,veryHigh,"[22, 35]",5.0,3.0,7.0,10.0,acidic,wellDraining,nonToxic,moderate,
raspberries,Raspberries,Fruits & Berries,"Also known as: Red raspberry. Perennial cane fruits in the Rosaceae family, produce fruit on second-year canes (floricane) or first-year canes (primocane) depending on variety.","Rubus idaeus (Red raspberry), R. occidentalis (Black raspberry), R. leucodermis (Blackcap raspberry), summer-bearing and everbearing varieties",Keep soil evenly moist (weekly deep watering). Water at base to avoid wetting fruit. Mulch around plants to retain moisture and suppress weeds. Full sun essential (6-8 hours daily). Fertilize in early spring with balanced fertilizer. Prune according to type - summer-bearing: remove fruited canes after harvest; everbearing: can be pruned for one or two crops. Support canes with trellis. Harvest when fully colored and easily detaches. Replace plants every 8-10 years. Deciduous varieties: reduce watering when dormant in winter.,outdoorFullSun,medium,"[16, 27]",5.0,5.0,7.0,,acidic,wellDraining,nonToxic,moderate,
starfruit,Starfruit,Fruits & Berries,"Also known as: Carambola, Star Apple, Five-Corner Fruit. Tropical fruit tree producing distinctive star-shaped cross-section fruits with a sweet-tart flavor.","Averrhoa carambola (Starfruit), A. carambola 'Arkin' (sweet), A. carambola 'Kari' (Malaysian), A. carambola 'Sri Kembangan'","Full sun — minimum 6-7 hours direct sunlight daily for fruiting. Keep soil consistently moist but never waterlogged; water deeply 2-3 times per week. Thrives at 20-35°C; young trees killed by frost, mature trees survive brief dips to -3°C. Acidic, well-drained soil (pH 5.5-6.5). Fertilize monthly during growing season. Contains high oxalic acid — toxic to those with kidney disease and mildly toxic to pets. Remove dead or damaged foliage promptly.",outdoorFullSun,high,"[0, 38]",4.0,3.0,5.0,7.0,acidic,wellDraining,mildlyToxic,moderate,
strawberries,Strawberries,Fruits & Berries,"Also known as: Garden strawberry. Low-growing perennial berry plants in the Rosaceae family, produce runners for propagation.","Fragaria × ananassa (Garden strawberry), June-bearing, everbearing, and day-neutral varieties","Keep soil evenly moist (2-3 times per week). Water at base to avoid wetting fruit which can cause rot. Mulch with straw or pine needles to keep berries clean and prevent soil contact. Full sun essential (6-8 hours daily). Fertilize in early spring and after harvest with balanced fertilizer. Remove runners first year to encourage fruiting; allow runners second year to propagate. Harvest when fully red. Replace plants every 3-4 years. Research variety type (June-bearing, everbearing, day-neutral) for exact requirements. Seasonal crop; watering varies by growing zone and harvest timing. Prune during dormancy. Remove dead and diseased wood. Thin to improve fruit size and air circulation.",outdoorFullSun,medium,"[16, 27]",3.0,3.0,5.0,,acidic,wellDraining,nonToxic,moderate,
tamarind,Tamarind,Fruits & Berries,"Also known as: Tamarindo, Indian Date. Long-lived tropical tree producing pod-like fruits with tangy pulp widely used in cuisines and beverages worldwide.","Tamarindus indica (Tamarind), T. indica 'Manila Sweet' (sweet variety), T. indica 'Bangkok Sweet'","Full sun essential — cannot grow in shade. Water regularly when young to establish deep roots; mature trees are drought-tolerant. Let soil dry between waterings. Well-drained soil; tolerates sandy, loamy, or slightly acidic conditions (pH 6.0-7.5). Thrives at 25-40°C; frost-sensitive. Slow to fruit — typically 6-8 years from seed. Fertilize annually in spring. Non-toxic to pets and humans. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[5, 42]",5.0,4.0,7.0,14.0,neutral,wellDraining,nonToxic,moderate,
watermelon-yellow,Yellow Watermelon,Fruits & Berries,Cultivar of watermelon in the Cucurbitaceae family with sweet yellow or orange flesh instead of red.,Citrullus lanatus (Yellow flesh cultivar),"Water deeply and consistently, providing 1-2 inches per week - critical during fruit development to prevent cracking and hollow heart. Full sun essential (8+ hours daily); needs long, hot growing season. Fertilize at planting with balanced fertilizer, then switch to a low-nitrogen, high-potassium formula when vines begin to flower. Give vines plenty of room to sprawl (6-10 feet in each direction) or train on a strong trellis with sling support for fruit. Ripe when the tendril nearest the fruit turns brown and dry, and the ground spot turns creamy yellow. Mulch heavily with straw to suppress weeds and keep fruit off wet soil. Non-toxic to pets. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,moderate,
almond,Almond,Nuts & Nut Trees,"Deciduous tree in the Rosaceae family producing edible nuts inside fuzzy drupes, closely related to peach. Beautiful pink-white spring blossoms.","Prunus dulcis (Sweet almond), P. dulcis var. amara (Bitter almond)","Water deeply every 1-2 weeks during growing season; reduce in winter but do not let soil go completely dry. Full sun essential. Well-drained, sandy loam preferred — cannot tolerate waterlogged soil. Fertilize in early spring with nitrogen-rich fertilizer. Prune after harvest to maintain shape and improve air circulation. Needs 300-600 chill hours. Most varieties need a cross-pollinator. Blooms early — late frosts can destroy the crop. Bitter almond contains amygdalin (toxic); sweet almond is safe to eat. Mildly toxic to pets.",outdoorFullSun,low,"[-5, 38]",7.0,7.0,10.0,14.0,neutral,wellDraining,mildlyToxic,moderate,
cashew,Cashew,Nuts & Nut Trees,"Tropical evergreen tree in the Anacardiaceae family producing kidney-shaped nuts attached to fleshy cashew apples. Native to Brazil, now grown across the tropics.",Anacardium occidentale (Cashew),"Water regularly during establishment; mature trees tolerate dry periods. Full sun essential. Sandy, well-drained soil preferred. Fertilize 2-3 times per year with balanced fertilizer. Prune to maintain manageable height and remove dead wood. The shell contains caustic oil (urushiol, same as poison ivy) — never eat raw cashew shells. The cashew apple (pseudofruit) is edible and used for juice. Frost-sensitive — tropical climates only. Mildly toxic to pets (shell oil is irritating).",outdoorFullSun,medium,"[10, 38]",7.0,5.0,7.0,10.0,neutral,wellDraining,mildlyToxic,slow,
chestnut,Chestnut,Nuts & Nut Trees,"Majestic deciduous tree in the Fagaceae family producing starchy, edible nuts inside spiny burs. Important food tree across Europe and Asia for millennia.","Castanea sativa (European chestnut, Sweet chestnut), C. mollissima (Chinese chestnut), C. dentata (American chestnut)","Water regularly during first few years; established trees are moderately drought tolerant. Full sun essential for nut production. Acidic, well-drained, sandy loam preferred — cannot tolerate alkaline or waterlogged soil. Fertilize lightly in spring. Prune in late winter. Needs a cross-pollinator from a different variety. American chestnut was nearly wiped out by chestnut blight — Chinese chestnut is blight-resistant. Nuts are starchy (unlike most tree nuts) and can be roasted, boiled, or ground into flour. Non-toxic to pets.",outdoorFullSun,medium,"[-10, 32]",7.0,7.0,10.0,,acidic,wellDraining,nonToxic,slow,
hazelnut,Hazelnut,Nuts & Nut Trees,"Also known as: Cobnut. Deciduous shrub or small tree in the Betulaceae family producing small, round edible nuts. Wind-pollinated with distinctive catkins in late winter.","Corylus avellana (European hazelnut, Cobnut), C. maxima (Filbert), C. americana (American hazelnut)","Water regularly during establishment and nut development; mature plants are moderately drought tolerant. Full sun to partial shade. Adaptable to most well-drained soils. Fertilize once in early spring with balanced fertilizer. Prune suckers regularly to maintain tree form, or allow to grow as multi-stemmed shrub. Wind-pollinated — plant at least two different cultivars for cross-pollination. Harvest when husks turn brown and nuts fall naturally. Non-toxic to pets.",outdoorFullSun,medium,"[-10, 30]",7.0,7.0,10.0,,adaptable,wellDraining,nonToxic,slow,
macadamia,Macadamia,Nuts & Nut Trees,"Subtropical evergreen tree in the Proteaceae family native to Australia, producing premium, buttery-flavored nuts in extremely hard shells.","Macadamia integrifolia (Smooth-shelled macadamia), M. tetraphylla (Rough-shelled macadamia)","Water regularly — macadamias need consistent moisture, especially during nut development. Full sun for best production. Acidic, well-drained soil essential — does not tolerate alkaline conditions. Fertilize 3-4 times per year with citrus or avocado fertilizer. Protect from strong winds (shallow root system). Trees take 7-10 years to reach full production. Wind-pollinated but benefits from bee activity. Highly toxic to dogs — even one or two nuts can cause weakness, tremors, and hyperthermia. Toxic to pets. Remove dead or damaged foliage promptly.",outdoorFullSun,high,"[5, 35]",7.0,5.0,7.0,10.0,acidic,wellDraining,toxic,slow,
pecan,Pecan,Nuts & Nut Trees,"Large deciduous tree in the Juglandaceae family native to North America, producing rich, buttery nuts inside thin-shelled husks. Major commercial nut crop.",Carya illinoinensis (Pecan),"Water deeply and regularly, especially during nut filling (July-September) — pecans are heavy water users. Full sun essential. Deep, well-drained alluvial soil preferred. Fertilize with zinc-containing fertilizer in spring — zinc deficiency is common. Prune young trees to develop a central leader. Most varieties need a cross-pollinator (Type I × Type II). Trees can take 6-10 years to bear. Alternate bearing is common. Non-toxic to pets.",outdoorFullSun,medium,"[-5, 38]",7.0,5.0,10.0,,neutral,wellDraining,nonToxic,slow,
pistachio,Pistachio,Nuts & Nut Trees,"Deciduous tree in the Anacardiaceae family native to Central Asia, producing green-kerneled nuts that split open when ripe. Thrives in hot, arid climates.",Pistacia vera (Pistachio),"Water deeply but infrequently — pistachios are very drought tolerant once established. Full sun essential; needs hot summers. Well-drained, even alkaline soil tolerated — one of few nut trees that thrives in poor, calcareous soil. Fertilize sparingly. Dioecious — plant one male per 8-10 female trees. Trees take 5-8 years to bear. Needs both hot summers and cold winters (600+ chill hours). Alternate bearing (heavy one year, light the next). Non-toxic to pets. Remove dead or damaged foliage promptly.",outdoorFullSun,low,"[-10, 42]",10.0,7.0,14.0,,alkaline,excellentDrainage,nonToxic,slow,
walnut,Walnut,Nuts & Nut Trees,"Deciduous nut tree in the Juglandaceae family producing edible walnuts in hard shells, valued for both nuts and premium timber.","Juglans regia (English walnut, Persian walnut), J. nigra (Black walnut), J. cinerea (Butternut)","Water deeply once a week during growing season; established trees are drought tolerant. Full sun essential (6-8 hours). Well-drained, deep soil preferred — shallow or compacted soil stunts growth. Fertilize annually in early spring with balanced fertilizer. Prune in late winter when dormant to shape and remove dead wood. Black walnuts produce juglone, which is toxic to many plants — avoid planting tomatoes, apples, or azaleas within the drip line. Harvest when hulls begin to split in autumn. Trees need 400-1500 chill hours depending on variety. Mildly toxic to pets (hulls can cause GI upset).",outdoorFullSun,medium,"[-5, 35]",10.0,7.0,14.0,,neutral,wellDraining,mildlyToxic,slow,
ashwagandha,Ashwagandha,Herbs,"Also known as: Indian Ginseng, Winter Cherry, Poison Gooseberry. Adaptogenic herb from India with velvety leaves and small orange-red berries enclosed in papery husks.","Withania somnifera (Ashwagandha), W. somnifera 'Nagori' (premium root quality), W. coagulans (Indian cheese maker)","Full sun essential — minimum 6-8 hours direct sunlight. Very drought-tolerant; water only when soil is completely dry. Sandy, well-draining soil with alkaline pH (7.5-8.0). Thrives at 25-35°C; frost-sensitive below -1°C. Annual in cold climates, perennial in zones 8+. Minimal fertilizer needed. Harvest roots after first year of growth. Berries are mildly toxic — keep away from children and pets. Harvest regularly to promote bushy growth. Pinch off flower buds to extend leaf production.",outdoorFullSun,low,"[-1, 40]",7.0,7.0,10.0,,alkaline,excellentDrainage,mildlyToxic,fast,
basil,Basil,Herbs,"Also known as: Sweet basil. Annual culinary herb in the Lamiaceae family with aromatic leaves, essential in Mediterranean and Asian cuisines.","Ocimum basilicum (Sweet basil, Genovese basil), O. basilicum 'Purple', O. tenuiflorum (Holy basil, Tulsi), Thai basil",Keep soil evenly moist (2-3 times per week). Water at base to avoid wetting leaves. Well-drained soil essential. Full sun preferred (6-8 hours daily). Fertilize every 3-4 weeks with balanced fertilizer. Pinch flowers immediately to prolong leaf production. Harvest regularly by pinching tips to encourage bushy growth. Very sensitive to cold - plant after last frost. Annual - replant each season.,outdoorFullSun,medium,"[18, 27]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
bay-laurel,Bay Laurel,Herbs,"Also known as: Bay leaf. Evergreen tree in the Lauraceae family with aromatic leaves used in soups, stews, and Mediterranean cooking. Can be grown as a container tree or shaped hedge.",Laurus nobilis (Bay leaf),"Water when top inch of soil is dry. Full sun preferred. Fertilize regularly during growing season. Harvest leaves as needed; dry before storing. Mulch to retain moisture. Mildly toxic to pets if ingested. Cut useless and excessively grown top branches, keep the height of the whole plant at about 3.5m",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,mildlyToxic,fast,
borage,Borage,Herbs,"Also known as: Starflower. Annual herb in the Boraginaceae family with edible blue flowers and cucumber-flavored leaves. Used in salads, drinks, and as a companion plant for tomatoes and squash.",Borago officinalis (Starflower),"Water moderately, allowing soil to dry slightly between waterings - borage is fairly drought tolerant once established. Full sun to partial shade (6+ hours daily). Fertilizing is generally unnecessary; borage thrives in poor to average soil and excess nitrogen produces leggy growth with fewer flowers. Sow seeds directly outdoors as borage has a long taproot and resents transplanting. Self-seeds prolifically - deadhead to control spread, or allow it to naturalize. Harvest young leaves (older leaves become prickly) and blue star-shaped flowers for salads and garnishes. Non-toxic to pets; flowers and young leaves are edible.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
cardamom,Cardamom,Herbs,Also known as: Green cardamom. Spice plant in the ginger family with aromatic seeds used in cooking and chai.,"Elettaria cardamomum (Green cardamom, True cardamom), Amomum subulatum (Black cardamom)",Keep soil consistently moist. High humidity. Partial shade. Warm temperatures. Harvest seed pods when green and before splitting. Tropical perennial. Remove dead or damaged foliage promptly.,outdoorPartialSun,high,"[18, 30]",4.0,4.0,6.0,10.0,neutral,moistureRetentive,nonToxic,fast,
catnip,Catnip,Herbs,Perennial herb in the Lamiaceae family with gray-green leaves. Known for attracting cats; leaves can be used in tea or as a calming herb for humans.,Nepeta cataria (Catnip),"Water moderately, allowing soil to dry between waterings - catnip is drought tolerant and prefers not to sit in wet soil. Full sun to partial shade (4-6 hours daily). Fertilize sparingly or not at all; rich soil and heavy feeding reduce the essential oil concentration that gives catnip its potency. Cut back by one-third after the first flush of flowers to encourage a second bloom. Be aware that cats will roll in, chew, and crush the plants - consider a protective cage if growing for harvest. Spreads by both runners and self-seeding; contain in pots or harvest frequently to control. Non-toxic to pets; the nepetalactone compound is safe and acts as a stimulant for cats.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
chamomile,Chamomile,Herbs,Herb in the Asteraceae family with daisy-like flowers used for soothing tea. German chamomile is annual; Roman chamomile is perennial. Both have apple-scented foliage.,Matricaria chamomilla (German chamomile),"Water regularly but lightly, keeping soil slightly moist - chamomile has shallow roots but does not like soggy soil. Full sun to partial shade (4-6 hours daily). Fertilizing is generally unnecessary and can reduce flower production and essential oil concentration. Sow seeds on the soil surface (they need light to germinate) in spring or fall. Harvest flower heads when petals begin to fold back from the center, typically in the morning after dew has dried. German chamomile is annual and self-seeds freely; Roman chamomile is a low-growing perennial useful as a fragrant ground cover. Non-toxic to pets; may cause reactions in those with ragweed allergies. After flowering remove the withered flowers, the part on the ground will wither in winter, the plant germinates again in spring",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
chervil,Chervil,Herbs,Cool-season annual herb in the Apiaceae family with delicate anise- and parsley-like flavor. Essential in French fines herbes. Best in spring and fall; bolts in heat.,Anthriscus cerefolium (French parsley),"Water regularly to keep soil consistently moist - chervil bolts quickly if stressed by drought. Partial shade is essential, NOT full sun; chervil is one of the few herbs that actually prefers and needs shade, especially in warm climates. Fertilize lightly once a month with a balanced liquid fertilizer. Sow seeds directly outdoors in early spring or late summer/fall, as chervil dislikes transplanting and heat. Best treated as a cool-season crop; it bolts rapidly in temperatures above 24°C. Harvest outer leaves regularly, cutting stems at the base. Flavor is delicate and lost when cooked - add fresh at the end. Non-toxic to pets. Harvest regularly to promote bushy growth. Pinch off flower buds to extend leaf production.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
chinese-chives,Chinese Chives,Herbs,"Also known as: Nira. Perennial herbs in the Amaryllidaceae family with flat leaves and garlic flavor, essential in Chinese cuisine.","Allium tuberosum (Chinese chives, Garlic chives, Gow choy, Nira)",Keep soil evenly moist (2-3 times per week). Well-drained soil preferred. Full sun to partial shade. Fertilize monthly with balanced fertilizer. Harvest by cutting leaves at base. Divide every 3-4 years. Perennial - returns each year. Garlic flavor. Essential in Chinese cuisine. Can be grown in containers. Edible white flowers. Herbaceous perennials die back; reduce watering when dormant. Remove dead or damaged foliage promptly.,outdoorFullSun,medium,"[10, 27]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
chives,Chives,Herbs,"Perennial herbs in the Amaryllidaceae family with hollow, grass-like leaves, easy to grow.","Allium schoenoprasum (Chives), common chives",Keep soil evenly moist (2-3 times per week). Well-drained soil preferred. Full sun to partial shade. Fertilize monthly with balanced fertilizer. Harvest by cutting leaves at base. Divide every 3-4 years. Perennial - returns each year. Easy to grow. Can be grown in containers. Edible purple flowers. Reduce watering in winter when growth slows. Remove dead or damaged foliage promptly.,outdoorFullSun,medium,"[10, 27]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
cilantro,Cilantro,Herbs,"Also known as: Coriander, Chinese parsley. Annual herb in the Apiaceae family, leaves (cilantro) and seeds (coriander) are both used, bolts quickly in heat.","Coriandrum sativum (Cilantro, Coriander, Chinese parsley)",Keep soil evenly moist (2-3 times per week). Consistent moisture prevents bolting. Well-drained soil preferred. Full sun to partial shade. Prefer cooler temperatures - plant in spring or fall. Fertilize every 3-4 weeks with balanced fertilizer. Harvest leaves regularly. Bolts quickly in heat - provide shade in summer or plant in fall. Annual - replant each season. Seeds (coriander) can be harvested when brown. Remove dead or damaged foliage promptly.,outdoorPartialSun,medium,"[10, 21]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
comfrey,Comfrey,Herbs,Perennial herb in the Boraginaceae family with large hairy leaves. Traditionally used externally for bruises and sprains. Contains pyrrolizidine alkaloids—do not ingest; mild toxicity to pets.,Symphytum officinale,Water when top inch of soil is dry. Full sun preferred. Fertilize regularly. Use as compost activator or mulch. Do not consume internally. Mildly toxic to pets when ingested. Harvest regularly to promote bushy growth. Pinch off flower buds to extend leaf production.,outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,mildlyToxic,fast,
cumin,Cumin,Herbs,"Annual herb in the Apiaceae family cultivated for its small, aromatic seeds — the second most popular spice worldwide after black pepper. Essential in Indian, Mexican, and Middle Eastern cuisines.",Cuminum cyminum (Cumin),"Water moderately — keep soil evenly moist during germination and early growth, then reduce. Overwatering causes root rot. Full sun essential; needs long, hot growing season (3-4 months frost-free). Well-drained, sandy loam soil. Direct sow after last frost — does not transplant well. Seeds mature when plants turn brown; harvest entire plant and dry upside down. Flavor is much stronger when seeds are toasted before use. Non-toxic to pets. Remove dead or damaged foliage promptly.",outdoorFullSun,low,"[15, 35]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
dill,Dill,Herbs,"Annual herbs in the Apiaceae family with feathery leaves and seeds, both leaves and seeds are used.","Anethum graveolens (Dill), 'Bouquet', 'Fernleaf', 'Mammoth'",Keep soil evenly moist (2-3 times per week). Well-drained soil preferred. Full sun essential. Fertilize every 3-4 weeks with balanced fertilizer. Harvest leaves regularly. Harvest seeds when brown. Can bolt in heat - plant in spring or fall. Both leaves and seeds are used. Attracts beneficial insects. Annual - replant each season. Remove dead or damaged foliage promptly.,outdoorFullSun,medium,"[16, 24]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
epazote,Epazote,Herbs,"Annual herb in the Amaranthaceae family with a pungent, medicinal flavor. Traditional in Mexican bean dishes to reduce gas. Used sparingly due to strong flavor.",Dysphania ambrosioides (Mexican tea),"Water sparingly, allowing soil to dry between waterings - epazote is drought tolerant and actually produces more aromatic oils under slightly dry conditions. Full sun preferred (6-8 hours daily). Fertilizing is unnecessary; epazote thrives in poor, well-draining soil and excessive nutrients reduce flavor intensity. Self-seeds very aggressively and can become weedy - deadhead before seeds mature or grow in containers. Use leaves sparingly in cooking, as the flavor is very strong and the plant contains toxic compounds (ascaridole) that are harmful in large quantities. Harvest young leaves, which are milder than mature foliage. Toxic to pets in large quantities; contains ascaridole which is harmful if ingested in excess.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,mildlyToxic,fast,
fennel-herb,Herb Fennel,Herbs,"Tall, feathery herb with an anise-like flavor used in Mediterranean cooking, producing edible fronds, seeds, pollen, and a crunchy bulb in the Florence variety.","Foeniculum vulgare (Sweet fennel, Common fennel), F. vulgare var. azoricum (Florence fennel, Finocchio), F. vulgare 'Purpureum' (Bronze fennel)","Keep soil evenly moist; water regularly in hot weather. Full sun essential—at least 6 hours daily. Medium humidity fine. Deep, well-draining, fertile soil. Fertilize at planting with compost; side-dress with balanced fertilizer mid-season. Do not plant near dill—they cross-pollinate and produce poor-flavored seeds. Hill soil around Florence fennel bulbs to blanch them. Attracts swallowtail butterfly caterpillars. Mildly toxic to pets in large amounts. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[-10, 30]",5.0,5.0,7.0,,neutral,wellDraining,mildlyToxic,fast,
ginger,Ginger,Herbs,"Rhizomatous herbs in the Zingiberaceae family, essential spice in Chinese cuisine, can be grown from store-bought rhizomes.","Zingiber officinale (Ginger), common ginger, young ginger","Keep soil evenly moist but not waterlogged. Well-drained, rich soil preferred. Partial shade preferred - avoid direct hot sun. Fertilize monthly with balanced fertilizer. Plant rhizome pieces with eyes pointing up. Harvest when leaves die back (8-10 months). Can be grown in containers. Essential spice in Chinese cuisine. Rhizomes can be harvested partially. Reduce watering in winter when growth slows. Remove dead or damaged foliage promptly.",outdoorPartialSun,high,"[21, 29]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
ginseng,Ginseng,Herbs,"Also known as: Asian Ginseng, Korean Ginseng, Red Ginseng. Slow-growing woodland herb prized for its fleshy root used in traditional medicine for centuries.","Panax ginseng (Asian ginseng), P. quinquefolius (American ginseng), P. notoginseng (Sanqi), P. ginseng 'Chunpoong'","Deep shade essential — 80% shade mimicking forest understory. Keep soil consistently moist but well-drained; never waterlogged. Prefers cool temperatures (18-21°C) and needs a winter cold period. Rich, loamy soil with high organic matter; pH 5.5-6.5. Extremely slow-growing — roots mature in 4-6 years. Do not fertilize. Susceptible to fungal diseases in humid conditions. Non-toxic to pets and humans. Harvest regularly to promote bushy growth. Pinch off flower buds to extend leaf production.",outdoorShade,high,"[-10, 30]",5.0,4.0,7.0,,acidic,wellDraining,nonToxic,fast,
holy-basil,Holy Basil,Herbs,"Also known as: Tulsi. Annual herb in the Lamiaceae family, sacred in Hinduism. Aromatic leaves with clove-like flavor used in Thai cuisine and Ayurvedic medicine. Different from sweet basil.","Ocimum tenuiflorum (Tulsi, Holy basil)","Water regularly to keep soil evenly moist but not waterlogged - holy basil likes consistent moisture but is more drought tolerant than sweet basil. Full sun essential (6-8 hours daily). Fertilize every 3-4 weeks with a balanced organic fertilizer; avoid heavy nitrogen which reduces the aromatic essential oil content. Pinch flower buds to prolong leaf harvest, though the purple flowers are also edible and attractive to pollinators. Unlike sweet basil, holy basil (tulsi) has a more clove-like, peppery flavor and is traditionally used in Thai stir-fries and Ayurvedic teas rather than Italian cuisine. Grows as a perennial in tropical zones but is treated as an annual in temperate climates. Non-toxic to pets.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
indoor-herbs,Indoor Herbs,Herbs,"Culinary herbs grown indoors, require good drainage and regular harvesting to encourage bushy growth.","Ocimum basilicum (Basil, Sweet basil), Mentha (Mint, Spearmint, Peppermint), Thymus (Thyme), Rosmarinus (Rosemary), Petroselinum (Parsley)",Keep soil evenly moist but well-drained. Allow top inch to dry slightly between waterings. Avoid waterlogged soil - excellent drainage essential. Bright indirect to direct light (4-6 hours daily minimum). Medium humidity (40-50%) is fine. Fertilize monthly with balanced fertilizer at half strength. Harvest regularly to encourage bushy growth - pinch tips. Pinch flowers to prolong leaf production. Repot annually. Research specific herb for exact requirements.,brightIndirect,medium,"[16, 24]",3.0,3.0,5.0,7.0,neutral,wellDraining,unknown,fast,
lavender-herb,Culinary Lavender,Herbs,"Beloved aromatic herb with silvery-green foliage and fragrant purple flower spikes prized for culinary use, essential oils, sachets, and ornamental garden borders.","Lavandula angustifolia (English lavender, True lavender), L. stoechas (French lavender, Spanish lavender), L. x intermedia (Lavandin, Grosso lavender)","Drought-tolerant once established; water deeply but infrequently, allowing soil to dry between waterings. Full sun essential—at least 6-8 hours daily. Low humidity preferred; good air circulation prevents fungal disease. Well-draining, slightly alkaline soil (add lime to acidic soils). Avoid rich fertilizer—lean soil concentrates fragrance. Prune after flowering by cutting back one-third; never cut into old wood. Mildly toxic to pets if ingested in large quantities.",outdoorFullSun,low,"[-10, 35]",7.0,7.0,10.0,,alkaline,excellentDrainage,mildlyToxic,moderate,
lemon-balm,Lemon Balm,Herbs,"Perennial herb in the Lamiaceae family with lemon-scented leaves. Used in tea, salads, and desserts. Spreads readily; can be invasive. Attracts bees.",Melissa officinalis (Lemon balm),"Water regularly to keep soil evenly moist, but lemon balm is quite forgiving of occasional drought once established. Full sun to partial shade (4-6 hours daily); some afternoon shade in hot climates prevents leaf scorching. Fertilize sparingly - once or twice per season with compost or dilute balanced fertilizer is sufficient. Warning: lemon balm spreads extremely aggressively by both runners and self-seeding; grow in containers or use root barriers to prevent it from taking over the garden. Harvest frequently by cutting stems back to a leaf node, which keeps plants bushy and delays flowering. Cut the entire plant back by half in midsummer to rejuvenate growth. Non-toxic to pets. Remove dead and pest-infested branches frequently",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
lemongrass,Lemongrass,Herbs,"Perennial grasses in the Poaceae family with lemony flavor, popular in Asian cuisine, can be grown in containers.","Cymbopogon citratus (Lemongrass, West Indian lemongrass), C. flexuosus (East Indian lemongrass)","Keep soil evenly moist (2-3 times per week). Well-drained, rich soil preferred. Full sun preferred. Fertilize monthly with nitrogen-rich fertilizer. Harvest outer stalks at base. Divide every 2-3 years. Perennial in warm climates - treat as annual in cold. Can be grown in containers. Lemony flavor. Popular in Asian cuisine. Reduce watering in winter when growth slows. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[21, 29]",3.0,3.0,5.0,,neutral,wellDraining,nonToxic,fast,
lovage,Lovage,Herbs,"Tall perennial herb in the Apiaceae family with celery-like flavor. Leaves, stems, and seeds used in soups and stocks. Often grown as a substitute for celery.",Levisticum officinale,"Water regularly to keep soil consistently moist - lovage is a moisture-loving plant with deep roots. Full sun to partial shade (4-6 hours daily); appreciates afternoon shade in hot climates. Fertilize in early spring with compost or balanced fertilizer; lovage is a vigorous perennial that benefits from rich soil. Be prepared for its size - lovage grows 4-6 feet tall and should be placed at the back of the herb garden. Cut flower stalks before they bloom to direct energy into leaf production, unless saving seed. All parts are edible with an intense celery-like flavor: use leaves in soups and stews, hollow stems as savory straws, seeds as a spice, and roots as a cooked vegetable. Non-toxic to pets; may cause photosensitivity in some animals with heavy consumption. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
